Texas, Average Temperature
Units: Degrees Fahrenheit
Base Period: 1895-2000
Missing: -99
Date,Value,Anomaly
190911,26.0,2.6
190912,3.8,-10.4
191001,10.5,-0.1
191002,9.8,-4.8
191003,32.3,9.0
191004,35.9,1.3
191005,41.1,-4.3
191006,54.8,-0.5
191007,59.3,-1.5
191008,55.7,-3.1
191009,50.1,1.4
191010,37.5,1.0
191011,22.6,-0.8
191012,15.3,1.1
191101,12.5,1.9
191102,15.0,0.4
191103,26.8,3.5
191104,32.8,-1.8
191105,46.5,1.1
191106,58.2,2.9
191107,59.0,-1.8
191108,55.8,-3.0
191109,52.8,4.1
191110,34.7,-1.8
191111,17.3,-6.1
191112,13.0,-1.2
191201,1.6,-9.0
191202,15.6,1.0
191203,13.4,-9.9
191204,34.8,0.2
191205,45.4,0.0
191206,51.3,-4.0
191207,60.6,-0.2
191208,57.1,-1.7
191209,45.5,-3.2
191210,35.5,-1.0
191211,25.0,1.6
191212,16.0,1.8
191301,8.8,-1.8
191302,6.2,-8.4
191303,18.6,-4.7
191304,35.4,0.8
191305,45.7,0.3
191306,56.8,1.5
191307,59.9,-0.9
191308,60.1,1.3
191309,48.2,-0.5
191310,32.1,-4.4
191311,28.7,5.3
191312,17.1,2.9
191401,19.7,9.1
191402,8.3,-6.3
191403,23.4,0.1
191404,34.8,0.2
191405,46.5,1.1
191406,58.1,2.8
191407,61.7,0.9
191408,58.5,-0.3
191409,49.9,1.2
191410,38.8,2.3
191411,24.2,0.8
191412,4.3,-9.9
191501,7.3,-3.3
191502,18.7,4.1
191503,16.9,-6.4
191504,40.8,6.2
191505,42.4,-3.0
191506,51.9,-3.4
191507,56.9,-3.9
191508,54.3,-4.5
191509,49.0,0.3
191510,37.9,1.4
191511,26.4,3.0
191512,15.9,1.7
191601,3.0,-7.6
191602,13.0,-1.6
191603,25.2,1.9
191604,33.3,-1.3
191605,43.2,-2.2
191606,51.0,-4.3
191607,63.9,3.1
191608,58.8,0.0
191609,46.0,-2.7
191610,34.4,-2.1
191611,21.5,-1.9
191612,4.7,-9.5
191701,8.7,-1.9
191702,9.1,-5.5
191703,19.5,-3.8
191704,31.8,-2.8
191705,40.0,-5.4
191706,51.8,-3.5
191707,59.9,-0.9
191708,53.7,-5.1
191709,49.7,1.0
191710,29.3,-7.2
191711,28.5,5.1
191712,7.3,-6.9
191801,0.7,-9.9
191802,12.1,-2.5
191803,27.7,4.4
191804,30.9,-3.7
191805,46.5,1.1
191806,57.8,2.5
191807,59.7,-1.1
191808,59.4,0.6
191809,43.1,-5.6
191810,40.5,4.0
191811,24.3,0.9
191812,18.5,4.3
191901,16.4,5.8
191902,13.1,-1.5
191903,24.1,0.8
191904,34.8,0.2
191905,43.4,-2.0
191906,56.8,1.5
191907,62.7,1.9
191908,57.4,-1.4
191909,52.9,4.2
191910,32.4,-4.1
191911,18.0,-5.4
191912,8.0,-6.2
192001,14.8,4.2
192002,17.2,2.6
192003,22.0,-1.3
192004,28.4,-6.2
192005,46.0,0.6
192006,55.5,0.2
192007,59.3,-1.5
192008,54.8,-4.0
192009,48.5,-0.2
192010,39.3,2.8
192011,22.3,-1.1
192012,14.4,0.2
192101,18.2,7.6
192102,20.0,5.4
192103,27.6,4.3
192104,33.9,-0.7
192105,47.0,1.6
192106,58.7,3.4
192107,61.9,1.1
192108,58.7,-0.1
192109,50.0,1.3
192110,36.6,0.1
192111,22.3,-1.1
192112,15.7,1.5
192201,6.6,-4.0
192202,8.2,-6.4
192203,23.3,0.0
192204,35.5,0.9
192205,45.7,0.3
192206,56.6,1.3
192207,58.1,-2.7
192208,60.5,1.7
192209,50.7,2.0
192210,35.6,-0.9
192211,26.5,3.1
192212,12.4,-1.8
192301,17.5,6.9
192302,8.9,-5.7
192303,18.1,-5.2
192304,32.6,-2.0
192305,44.1,-1.3
192306,57.2,1.9
192307,63.0,2.2
192308,57.0,-1.8
192309,49.3,0.6
192310,35.1,-1.4
192311,26.1,2.7
192312,17.3,3.1
192401,2.8,-7.8
192402,17.6,3.0
192403,19.3,-4.0
192404,33.5,-1.1
192405,37.9,-7.5
192406,53.2,-2.1
192407,56.8,-4.0
192408,58.7,-0.1
192409,45.8,-2.9
192410,40.9,4.4
192411,23.4,0.0
192412,4.2,-10.0
192501,6.8,-3.8
192502,21.0,6.4
192503,26.0,2.7
192504,40.4,5.8
192505,43.7,-1.7
192506,56.3,1.0
192507,59.9,-0.9
192508,58.1,-0.7
192509,52.7,4.0
192510,28.6,-7.9
192511,22.2,-1.2
192512,14.0,-0.2
192601,15.5,4.9
192602,23.1,8.5
192603,21.8,-1.5
192604,31.5,-3.1
192605,49.0,3.6
192606,52.8,-2.5
192607,61.1,0.3
192608,59.2,0.4
192609,48.8,0.1
192610,38.0,1.5
192611,21.5,-1.9
192612,13.2,-1.0
192701,12.4,1.8
192702,18.1,3.5
192703,24.7,1.4
192704,36.3,1.7
192705,44.9,-0.5
192706,53.8,-1.5
192707,58.2,-2.6
192708,55.2,-3.6
192709,49.6,0.9
192710,37.5,1.0
192711,24.1,0.7
192712,4.3,-9.9
192801,14.8,4.2
192802,16.3,1.7
192803,25.2,1.9
192804,29.6,-5.0
192805,46.6,1.2
192806,50.3,-5.0
192807,60.5,-0.3
192808,57.9,-0.9
192809,45.2,-3.5
192810,37.2,0.7
192811,24.6,1.2
192812,16.3,2.1
192901,3.3,-7.3
192902,4.4,-10.2
192903,26.6,3.3
192904,35.2,0.6
192905,43.4,-2.0
192906,53.1,-2.2
192907,62.3,1.5
192908,59.7,0.9
192909,46.6,-2.1
192910,37.9,1.4
192911,19.2,-4.2
192912,15.4,1.2
193001,-2.0,-12.6
193002,25.2,10.6
193003,21.3,-2.0
193004,38.8,4.2
193005,43.8,-1.6
193006,53.3,-2.0
193007,62.4,1.6
193008,61.2,2.4
193009,49.0,0.3
193010,37.0,0.5
193011,24.3,0.9
193012,17.8,3.6
193101,17.4,6.8
193102,22.8,8.2
193103,21.2,-2.1
193104,34.2,-0.4
193105,41.8,-3.6
193106,60.5,5.2
193107,61.6,0.8
193108,57.9,-0.9
193109,55.0,6.3
193110,40.4,3.9
193111,23.6,0.2
193112,18.8,4.6
193201,9.1,-1.5
193202,17.7,3.1
193203,17.2,-6.1
193204,38.3,3.7
193205,47.1,1.7
193206,56.1,0.8
193207,62.6,1.8
193208,60.4,1.6
193209,46.6,-2.1
193210,33.4,-3.1
193211,22.9,-0.5
193212,7.6,-6.6
193301,17.4,6.8
193302,7.9,-6.7
193303,24.7,1.4
193304,34.0,-0.6
193305,44.3,-1.1
193306,60.8,5.5
193307,62.6,1.8
193308,58.1,-0.7
193309,53.4,4.7
193310,35.4,-1.1
193311,25.6,2.2
193312,18.6,4.4
193401,17.4,6.8
193402,16.2,1.6
193403,22.5,-0.8
193404,35.6,1.0
193405,52.0,6.6
193406,58.7,3.4
193407,65.2,4.4
193408,60.2,1.4
193409,43.5,-5.2
193410,40.1,3.6
193411,27.3,3.9
193412,15.0,0.8
193501,12.6,2.0
193502,20.7,6.1
193503,27.7,4.4
193504,33.0,-1.6
193505,42.5,-2.9
193506,53.3,-2.0
193507,65.6,4.8
193508,60.0,1.2
193509,48.2,-0.5
193510,33.9,-2.6
193511,21.4,-2.0
193512,16.4,2.2
193601,4.3,-6.3
193602,-5.0,-19.6
193603,24.8,1.5
193604,31.5,-3.1
193605,50.2,4.8
193606,57.1,1.8
193607,66.0,5.2
193608,62.3,3.5
193609,52.1,3.4
193610,33.7,-2.8
193611,21.4,-2.0
193612,16.9,2.7
193701,-3.8,-14.4
193702,11.8,-2.8
193703,21.8,-1.5
193704,33.7,-0.9
193705,48.1,2.7
193706,54.8,-0.5
193707,62.5,1.7
193708,63.9,5.1
193709,51.3,2.6
193710,36.7,0.2
193711,22.7,-0.7
193712,14.1,-0.1
193801,15.2,4.6
193802,14.2,-0.4
193803,30.0,6.7
193804,36.4,1.8
193805,45.7,0.3
193806,56.4,1.1
193807,61.9,1.1
193808,62.0,3.2
193809,51.8,3.1
193810,41.3,4.8
193811,20.5,-2.9
193812,15.2,1.0
193901,19.2,8.6
193902,6.3,-8.3
193903,24.4,1.1
193904,34.7,0.1
193905,49.8,4.4
193906,55.3,0.0
193907,63.2,2.4
193908,56.8,-2.0
193909,51.2,2.5
193910,36.4,-0.1
193911,23.2,-0.2
193912,19.9,5.7
194001,-0.4,-11.0
194002,17.0,2.4
194003,25.5,2.2
194004,34.4,-0.2
194005,43.6,-1.8
194006,55.6,0.3
194007,64.3,3.5
194008,58.2,-0.6
194009,53.5,4.8
194010,41.0,4.5
194011,20.4,-3.0
194012,18.7,4.5
194101,15.2,4.6
194102,16.4,1.8
194103,23.2,-0.1
194104,38.4,3.8
194105,50.4,5.0
194106,56.0,0.7
194107,60.8,0.0
194108,60.0,1.2
194109,50.4,1.7
194110,39.5,3.0
194111,24.8,1.4
194112,18.1,3.9
194201,11.9,1.3
194202,13.4,-1.2
194203,25.1,1.8
194204,38.7,4.1
194205,43.7,-1.7
194206,55.9,0.6
194207,60.6,-0.2
194208,59.0,0.2
194209,46.4,-2.3
194210,36.7,0.2
194211,23.5,0.1
194212,16.0,1.8
194301,7.3,-3.3
194302,18.6,4.0
194303,15.8,-7.5
194304,37.6,3.0
194305,42.2,-3.2
194306,55.6,0.3
194307,62.0,1.2
194308,61.9,3.1
194309,46.0,-2.7
194310,34.2,-2.3
194311,22.9,-0.5
194312,14.4,0.2
194401,14.2,3.6
194402,13.9,-0.7
194403,18.9,-4.4
194404,32.6,-2.0
194405,48.7,3.3
194406,55.8,0.5
194407,59.6,-1.2
194408,59.7,0.9
194409,47.7,-1.0
194410,36.6,0.1
194411,25.8,2.4
194412,13.8,-0.4
194501,16.0,5.4
194502,18.0,3.4
194503,27.2,3.9
194504,32.4,-2.2
194505,41.5,-3.9
194506,50.4,-4.9
194507,59.8,-1.0
194508,59.1,0.3
194509,46.6,-2.1
194510,36.5,0.0
194511,22.8,-0.6
194512,9.4,-4.8
194601,14.6,4.0
194602,18.1,3.5
194603,31.5,8.2
194604,39.9,5.3
194605,41.4,-4.0
194606,55.4,0.1
194607,61.4,0.6
194608,57.7,-1.1
194609,49.2,0.5
194610,36.6,0.1
194611,23.2,-0.2
194612,17.2,3.0
194701,14.5,3.9
194702,11.0,-3.6
194703,20.6,-2.7
194704,33.4,-1.2
194705,41.9,-3.5
194706,52.6,-2.7
194707,59.9,-0.9
194708,63.6,4.8
194709,50.1,1.4
194710,43.7,7.2
194711,21.8,-1.6
194712,16.8,2.6
194801,10.3,-0.3
194802,12.3,-2.3
194803,18.2,-5.1
194804,38.9,4.3
194805,45.5,0.1
194806,54.7,-0.6
194807,60.6,-0.2
194808,59.4,0.6
194809,51.8,3.1
194810,33.6,-2.9
194811,23.6,0.2
194812,13.2,-1.0
194901,0.5,-10.1
194902,9.1,-5.5
194903,23.9,0.6
194904,35.2,0.6
194905,49.1,3.7
194906,56.9,1.6
194907,61.6,0.8
194908,58.8,0.0
194909,44.7,-4.0
194910,37.5,1.0
194911,28.3,4.9
194912,13.0,-1.2
195001,2.2,-8.4
195002,15.1,0.5
195003,19.0,-4.3
195004,29.3,-5.3
195005,42.5,-2.9
195006,53.5,-1.8
195007,56.8,-4.0
195008,54.8,-4.0
195009,48.4,-0.3
195010,39.2,2.7
195011,20.5,-2.9
195012,14.4,0.2
195101,9.4,-1.2
195102,15.9,1.3
195103,17.0,-6.3
195104,31.1,-3.5
195105,45.9,0.5
195106,50.6,-4.7
195107,59.3,-1.5
195108,58.5,-0.3
195109,45.6,-3.1
195110,36.2,-0.3
195111,19.8,-3.6
195112,9.5,-4.7
195201,12.2,1.6
195202,20.0,5.4
195203,20.1,-3.2
195204,34.4,-0.2
195205,45.6,0.2
195206,59.7,4.4
195207,59.4,-1.4
195208,59.6,0.8
195209,49.0,0.3
195210,31.0,-5.5
195211,20.3,-3.1
195212,14.4,0.2
195301,17.8,7.2
195302,18.2,3.6
195303,26.8,3.5
195304,30.1,-4.5
195305,43.6,-1.8
195306,58.7,3.4
195307,61.5,0.7
195308,59.7,0.9
195309,47.8,-0.9
195310,39.3,2.8
195311,27.1,3.7
195312,16.9,2.7
195401,9.9,-0.7
195402,26.1,11.5
195403,20.1,-3.2
195404,36.1,1.5
195405,42.7,-2.7
195406,56.9,1.6
195407,64.0,3.2
195408,60.5,1.7
195409,51.9,3.2
195410,37.4,0.9
195411,27.3,3.9
195412,18.5,4.3
195501,11.3,0.7
195502,8.7,-5.9
195503,20.1,-3.2
195504,38.3,3.7
195505,47.6,2.2
195506,53.4,-1.9
195507,64.6,3.8
195508,62.2,3.4
195509,50.8,2.1
195510,37.0,0.5
195511,16.8,-6.6
195512,11.0,-3.2
195601,11.3,0.7
195602,11.8,-2.8
195603,22.1,-1.2
195604,29.2,-5.4
195605,47.6,2.2
195606,59.2,3.9
195607,59.7,-1.1
195608,58.5,-0.3
195609,47.3,-1.4
195610,40.0,3.5
195611,23.6,0.2
195612,18.9,4.7
195701,4.1,-6.5
195702,17.4,2.8
195703,23.5,0.2
195704,34.0,-0.6
195705,45.6,0.2
195706,53.9,-1.4
195707,63.6,2.8
195708,60.7,1.9
195709,46.0,-2.7
195710,39.6,3.1
195711,25.1,1.7
195712,20.2,6.0
195801,15.2,4.6
195802,12.4,-2.2
195803,19.1,-4.2
195804,34.2,-0.4
195805,48.2,2.8
195806,54.1,-1.2
195807,58.6,-2.2
195808,59.4,0.6
195809,50.5,1.8
195810,36.4,-0.1
195811,24.2,0.8
195812,13.6,-0.6
195901,8.3,-2.3
195902,11.8,-2.8
195903,25.0,1.7
195904,32.9,-1.7
195905,46.8,1.4
195906,58.1,2.8
195907,58.2,-2.6
195908,62.0,3.2
195909,47.7,-1.0
195910,33.2,-3.3
195911,17.4,-6.0
195912,20.8,6.6
196001,9.7,-0.9
196002,9.6,-5.0
196003,15.4,-7.9
196004,36.3,1.7
196005,44.0,-1.4
196006,54.7,-0.6
196007,59.8,-1.0
196008,58.6,-0.2
196009,50.0,1.3
196010,37.3,0.8
196011,23.4,0.0
196012,14.3,0.1
196101,11.2,0.6
196102,18.5,3.9
196103,27.3,4.0
196104,30.4,-4.2
196105,44.5,-0.9
196106,55.3,0.0
196107,59.7,-1.1
196108,59.7,0.9
196109,45.6,-3.1
196110,36.2,-0.3
196111,22.1,-1.3
196112,9.7,-4.5
196201,7.1,-3.5
196202,13.7,-0.9
196203,18.8,-4.5
196204,34.3,-0.3
196205,50.0,4.6
196206,55.6,0.3
196207,59.7,-1.1
196208,57.5,-1.3
196209,47.1,-1.6
196210,39.0,2.5
196211,27.4,4.0
196212,15.9,1.7
196301,0.4,-10.2
196302,17.8,3.2
196303,27.4,4.1
196304,37.0,2.4
196305,47.0,1.6
196306,59.1,3.8
196307,63.4,2.6
196308,60.2,1.4
196309,54.2,5.5
196310,44.3,7.8
196311,25.0,1.6
196312,9.1,-5.1
196401,14.3,3.7
196402,14.9,0.3
196403,18.7,-4.6
196404,35.6,1.0
196405,48.1,2.7
196406,54.4,-0.9
196407,63.6,2.8
196408,56.0,-2.8
196409,48.2,-0.5
196410,34.7,-1.8
196411,23.0,-0.4
196412,11.7,-2.5
196501,12.3,1.7
196502,10.6,-4.0
196503,13.0,-10.3
196504,37.0,2.4
196505,47.4,2.0
196506,56.5,1.2
196507,60.9,0.1
196508,57.0,-1.8
196509,43.5,-5.2
196510,38.8,2.3
196511,26.1,2.7
196512,19.8,5.6
196601,5.0,-5.6
196602,11.4,-3.2
196603,25.6,2.3
196604,31.2,-3.4
196605,43.2,-2.2
196606,55.5,0.2
196607,65.5,4.7
196608,56.0,-2.8
196609,48.9,0.2
196610,34.5,-2.0
196611,23.0,-0.4
196612,13.4,-0.8
196701,14.0,3.4
196702,14.2,-0.4
196703,26.1,2.8
196704,36.0,1.4
196705,41.8,-3.6
196706,54.1,-1.2
196707,58.9,-1.9
196708,55.2,-3.6
196709,47.5,-1.2
196710,36.0,-0.5
196711,22.2,-1.2
196712,13.1,-1.1
196801,10.5,-0.1
196802,15.9,1.3
196803,26.2,2.9
196804,33.0,-1.6
196805,41.0,-4.4
196806,55.8,0.5
196807,60.1,-0.7
196808,58.4,-0.4
196809,47.1,-1.6
196810,37.6,1.1
196811,24.4,1.0
196812,10.0,-4.2
196901,7.2,-3.4
196902,16.9,2.3
196903,17.8,-5.5
196904,37.1,2.5
196905,47.7,2.3
196906,50.6,-4.7
196907,62.2,1.4
196908,60.6,1.8
196909,51.9,3.2
196910,34.0,-2.5
196911,25.2,1.8
196912,16.2,2.0
197001,7.7,-2.9
197002,17.3,2.7
197003,20.0,-3.3
197004,32.4,-2.2
197005,47.7,2.3
197006,55.4,0.1
197007,60.5,-0.3
197008,60.8,2.0
197009,47.5,-1.2
197010,34.1,-2.4
197011,24.0,0.6
197012,13.0,-1.2
197101,9.4,-1.2
197102,13.7,-0.9
197103,22.8,-0.5
197104,35.6,1.0
197105,43.9,-1.5
197106,58.5,3.2
197107,57.2,-3.6
197108,58.7,-0.1
197109,46.9,-1.8
197110,38.3,1.8
197111,26.0,2.6
197112,16.4,2.2
197201,8.1,-2.5
197202,14.3,-0.3
197203,25.6,2.3
197204,34.3,-0.3
197205,46.6,1.2
197206,56.0,0.7
197207,58.5,-2.3
197208,57.9,-0.9
197209,48.7,0.0
197210,35.1,-1.4
197211,23.5,0.1
197212,9.2,-5.0
197301,12.4,1.8
197302,18.3,3.7
197303,30.8,7.5
197304,33.5,-1.1
197305,42.4,-3.0
197306,54.8,-0.5
197307,60.5,-0.3
197308,60.9,2.1
197309,49.0,0.3
197310,39.7,3.2
197311,26.0,2.6
197312,14.4,0.2
197401,7.8,-2.8
197402,19.6,5.0
197403,27.1,3.8
197404,36.3,1.7
197405,46.4,1.0
197406,53.3,-2.0
197407,63.0,2.2
197408,55.3,-3.5
197409,42.9,-5.8
197410,38.8,2.3
197411,25.2,1.8
197412,14.6,0.4
197501,14.0,3.4
197502,11.2,-3.4
197503,20.1,-3.2
197504,33.6,-1.0
197505,45.8,0.4
197506,54.1,-1.2
197507,61.5,0.7
197508,59.9,1.1
197509,45.3,-3.4
197510,36.2,-0.3
197511,22.0,-1.4
197512,17.9,3.7
197601,11.6,1.0
197602,23.4,8.8
197603,23.9,0.6
197604,38.6,4.0
197605,43.2,-2.2
197606,53.8,-1.5
197607,62.0,1.2
197608,58.7,-0.1
197609,48.7,0.0
197610,31.8,-4.7
197611,16.8,-6.6
197612,13.2,-1.0
197701,3.3,-7.3
197702,18.9,4.3
197703,26.7,3.4
197704,40.2,5.6
197705,52.4,7.0
197706,58.9,3.6
197707,63.1,2.3
197708,57.3,-1.5
197709,50.8,2.1
197710,37.1,0.6
197711,25.1,1.7
197712,13.7,-0.5
197801,1.4,-9.2
197802,5.8,-8.8
197803,22.7,-0.6
197804,37.4,2.8
197805,45.9,0.5
197806,55.8,0.5
197807,61.0,0.2
197808,57.3,-1.5
197809,51.3,2.6
197810,34.6,-1.9
197811,22.4,-1.0
197812,8.5,-5.7
197901,-2.0,-12.6
197902,5.4,-9.2
197903,25.7,2.4
197904,34.9,0.3
197905,43.2,-2.2
197906,54.6,-0.7
197907,61.4,0.6
197908,58.4,-0.4
197909,50.1,1.4
197910,36.9,0.4
197911,20.7,-2.7
197912,20.2,6.0
198001,12.3,1.7
198002,14.0,-0.6
198003,21.8,-1.5
198004,34.9,0.3
198005,45.4,0.0
198006,57.4,2.1
198007,63.2,2.4
198008,60.0,1.2
198009,49.2,0.5
198010,34.3,-2.2
198011,26.0,2.6
198012,18.3,4.1
198101,15.6,5.0
198102,15.8,1.2
198103,26.3,3.0
198104,41.4,6.8
198105,44.0,-1.4
198106,56.2,0.9
198107,62.4,1.6
198108,58.5,-0.3
198109,48.8,0.1
198110,37.0,0.5
198111,28.2,4.8
198112,16.2,2.0
198201,3.0,-7.6
198202,13.0,-1.6
198203,24.2,0.9
198204,31.2,-3.4
198205,47.1,1.7
198206,51.7,-3.6
198207,61.7,0.9
198208,60.8,2.0
198209,49.3,0.6
198210,36.7,0.2
198211,22.1,-1.3
198212,17.4,3.2
198301,19.0,8.4
198302,22.4,7.8
198303,27.2,3.9
198304,31.4,-3.2
198305,41.6,-3.8
198306,54.9,-0.4
198307,62.6,1.8
198308,64.9,6.1
198309,49.5,0.8
198310,39.2,2.7
198311,26.8,3.4
198312,-1.0,-15.2
198401,13.2,2.6
198402,22.3,7.7
198403,23.3,0.0
198404,33.9,-0.7
198405,45.1,-0.3
198406,56.2,0.9
198407,60.8,0.0
198408,60.9,2.1
198409,45.3,-3.4
198410,37.4,0.9
198411,25.0,1.6
198412,13.0,-1.2
198501,8.4,-2.2
198502,11.7,-2.9
198503,26.7,3.4
198504,38.2,3.6
198505,48.4,3.0
198506,51.9,-3.4
198507,60.8,0.0
198508,57.0,-1.8
198509,49.1,0.4
198510,36.4,-0.1
198511,15.8,-7.6
198512,8.5,-5.7
198601,19.4,8.8
198602,16.0,1.4
198603,30.9,7.6
198604,36.1,1.5
198605,46.1,0.7
198606,58.8,3.5
198607,62.1,1.3
198608,57.2,-1.6
198609,51.4,2.7
198610,38.6,2.1
198611,21.8,-1.6
198612,18.0,3.8
198701,16.9,6.3
198702,24.0,9.4
198703,25.6,2.3
198704,36.4,1.8
198705,51.0,5.6
198706,57.1,1.8
198707,61.9,1.1
198708,57.6,-1.2
198709,47.0,-1.7
198710,31.9,-4.6
198711,29.1,5.7
198712,18.3,4.1
198801,6.0,-4.6
198802,13.4,-1.2
198803,24.6,1.3
198804,32.8,-1.8
198805,48.9,3.5
198806,60.3,5.0
198807,60.9,0.1
198808,59.7,0.9
198809,48.5,-0.2
198810,34.5,-2.0
198811,26.2,2.8
198812,17.6,3.4
198901,17.6,7.0
198902,6.0,-8.6
198903,22.0,-1.3
198904,35.3,0.7
198905,44.9,-0.5
198906,52.5,-2.8
198907,62.0,1.2
198908,59.4,0.6
198909,47.7,-1.0
198910,36.2,-0.3
198911,23.3,-0.1
198912,7.4,-6.8
199001,19.3,8.7
199002,18.0,3.4
199003,27.8,4.5
199004,34.4,-0.2
199005,43.8,-1.6
199006,57.4,2.1
199007,59.6,-1.2
199008,59.5,0.7
199009,52.1,3.4
199010,35.4,-1.1
199011,26.9,3.5
199012,9.3,-4.9
199101,8.6,-2.0
199102,22.4,7.8
199103,26.5,3.2
199104,37.6,3.0
199105,49.5,4.1
199106,60.0,4.7
199107,60.6,-0.2
199108,59.6,0.8
199109,49.2,0.5
199110,34.2,-2.3
199111,20.7,-2.7
199112,20.8,6.6
199201,20.5,9.9
199202,25.4,10.8
199203,29.4,6.1
199204,34.8,0.2
199205,44.8,-0.6
199206,53.6,-1.7
199207,56.5,-4.3
199208,55.0,-3.8
199209,48.0,-0.7
199210,36.6,0.1
199211,24.4,1.0
199212,12.6,-1.6
199301,8.7,-1.9
199302,9.8,-4.8
199303,25.6,2.3
199304,34.4,-0.2
199305,45.7,0.3
199306,53.3,-2.0
199307,59.9,-0.9
199308,59.3,0.5
199309,44.6,-4.1
199310,35.6,-0.9
199311,20.1,-3.3
199312,19.8,5.6
199401,11.2,0.6
199402,9.7,-4.9
199403,26.3,3.0
199404,33.8,-0.8
199405,48.1,2.7
199406,58.2,2.9
199407,57.7,-3.1
199408,58.5,-0.3
199409,50.1,1.4
199410,39.7,3.2
199411,26.8,3.4
199412,18.4,4.2
199501,13.8,3.2
199502,20.6,6.0
199503,25.3,2.0
199504,31.8,-2.8
199505,42.8,-2.6
199506,54.6,-0.7
199507,59.7,-1.1
199508,62.9,4.1
199509,48.0,-0.7
199510,35.8,-0.7
199511,23.0,-0.4
199512,16.6,2.4
199601,7.1,-3.5
199602,16.1,1.5
199603,17.5,-5.8
199604,32.5,-2.1
199605,46.4,1.0
199606,57.1,1.8
199607,59.4,-1.4
199608,58.9,0.1
199609,48.9,0.2
199610,36.6,0.1
199611,20.5,-2.9
199612,11.9,-2.3
199701,9.5,-1.1
199702,19.6,5.0
199703,25.2,1.9
199704,30.4,-4.2
199705,41.7,-3.7
199706,56.6,1.3
199707,61.3,0.5
199708,59.2,0.4
199709,51.9,3.2
199710,38.4,1.9
199711,23.1,-0.3
199712,20.4,6.2
199801,15.8,5.2
199802,26.2,11.6
199803,22.3,-1.0
199804,34.8,0.2
199805,48.3,2.9
199806,52.5,-2.8
199807,63.8,3.0
199808,61.1,2.3
199809,54.4,5.7
199810,40.0,3.5
199811,30.2,6.8
199812,16.0,1.8
199901,15.1,4.5
199902,24.0,9.4
199903,26.3,3.0
199904,36.2,1.6
199905,45.8,0.4
199906,55.6,0.3
199907,63.5,2.7
199908,59.2,0.4
199909,46.0,-2.7
199910,34.9,-1.6
199911,29.2,5.8
199912,20.2,6.0
200001,16.4,5.8
200002,22.3,7.7
200003,29.3,6.0
200004,33.6,-1.0
200005,48.0,2.6
200006,53.1,-2.2
200007,62.2,1.4
200008,62.6,3.8
200009,49.1,0.4
200010,39.6,3.1
200011,18.0,-5.4
200012,8.7,-5.5
200101,16.6,6.0
200102,12.8,-1.8
200103,25.4,2.1
200104,37.7,3.1
200105,47.6,2.2
200106,55.1,-0.2
200107,64.9,4.1
200108,60.4,1.6
200109,50.3,1.6
200110,36.6,0.1
200111,30.0,6.6
200112,18.8,4.6
200201,16.9,6.3
200202,17.8,3.2
200203,17.9,-5.4
200204,35.6,1.0
200205,42.1,-3.3
200206,59.9,4.6
200207,64.0,3.2
200208,59.8,1.0
200209,50.9,2.2
200210,33.5,-3.0
200211,25.1,1.7
200212,19.0,4.8
200301,14.5,3.9
200302,13.6,-1.0
200303,25.4,2.1
200304,38.0,3.4
200305,45.2,-0.2
200306,54.0,-1.3
200307,62.0,1.2
200308,61.6,2.8
200309,46.1,-2.6
200310,38.9,2.4
200311,23.6,0.2
200312,20.3,6.1
200401,12.4,1.8
200402,15.2,0.6
200403,30.5,7.2
200404,35.9,1.3
200405,46.9,1.5
200406,52.7,-2.6
200407,59.2,-1.6
200408,55.0,-3.8
200409,52.4,3.7
200410,40.0,3.5
200411,27.6,4.2
200412,18.9,4.7
200501,13.4,2.8
200502,22.2,7.6
200503,26.1,2.8
200504,37.2,2.6
200505,44.2,-1.2
200506,58.4,3.1
200507,61.9,1.1
200508,59.6,0.8
200509,52.8,4.1
200510,37.6,1.1
200511,27.4,4.0
200512,14.7,0.5
200601,24.1,13.5
200602,15.1,0.5
200603,25.4,2.1
200604,38.7,4.1
200605,46.6,1.2
200606,57.7,2.4
200607,63.4,2.6
200608,60.5,1.7
200609,45.9,-2.8
200610,35.0,-1.5
200611,24.1,0.7
200612,18.4,4.2
200701,11.4,0.8
200702,13.3,-1.3
200703,32.8,9.5
200704,34.5,-0.1
200705,49.4,4.0
200706,56.7,1.4
200707,63.4,2.6
200708,63.8,5.0
200709,50.8,2.1
200710,40.2,3.7
200711,24.8,1.4
200712,12.0,-2.2
200801,10.3,-0.3
200802,14.6,0.0
200803,24.4,1.1
200804,31.6,-3.0
200805,43.3,-2.1
200806,54.4,-0.9
200807,61.6,0.8
200808,59.0,0.2
200809,48.7,0.0
200810,37.3,0.8
200811,27.5,4.1
200812,9.5,-4.7
200901,13.0,2.4
200902,19.2,4.6
200903,23.4,0.1
200904,33.7,-0.9
200905,45.9,0.5
200906,55.3,0.0
200907,57.8,-3.0
200908,56.5,-2.3
200909,49.3,0.6
200910,32.7,-3.8
200911,28.9,5.5
200912,9.1,-5.1
201001,12.8,2.2
201002,13.5,-1.1
201003,29.3,6.0
201004,38.8,4.2
201005,44.3,-1.1
201006,57.5,2.2
201007,62.5,1.7
201008,61.6,2.8
201009,48.7,0.0
201010,38.9,2.4
201011,24.3,0.9
201012,15.0,0.8
201101,9.7,-0.9
201102,12.6,-2.0
201103,25.7,2.4
201104,35.7,1.1
201105,43.8,-1.6
